#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,82.6989
#BOTTOM:,332.4825
DEPTH_WMSF,TENS,CS,ETIM
m,lbf,m/h,s
177.3393,2245.421,557.1744,1134.491
177.4917,2163.017,557.0782,1133.498
177.6441,2175.743,556.5739,1132.509
177.7965,2287.979,555.1467,1131.526
177.9489,2321.122,552.4821,1130.525
178.1013,2379.379,550.3629,1129.52
178.2537,2357.266,550.4884,1128.527
178.4061,2312.22,550.5253,1127.528
178.5585,2364.08,549.4413,1126.523
178.7109,2327.035,548.7875,1125.523
178.8633,2302.596,547.3228,1124.512
179.0157,2366.938,547.6467,1123.501
179.1681,2321.787,548.5079,1122.49
179.3205,2322.385,544.4996,1121.486
179.4729,2371.251,541.8854,1120.478
179.6253,2358.421,542.1089,1119.451
179.7777,2346.444,541.9344,1118.431
179.9301,2296.16,542.2049,1117.412
180.0825,2231.087,542.8194,1116.392
180.2349,2226.345,536.7072,1115.382
180.3873,2323.756,528.4198,1114.363
180.5397,2383.055,527.6088,1113.32
180.6921,2389.389,527.3138,1112.267
180.8445,2343.569,527.1492,1111.222
180.9969,2299,527.1516,1110.168
181.1493,2336.226,526.3798,1109.115
181.3017,2393.386,525.6226,1108.071
181.4541,2394.135,525.9548,1107.018
181.6065,2324.979,526.8766,1105.957
181.7589,2261.941,527.6335,1104.905
181.9113,2235.743,528.0808,1103.86
182.0637,2285.875,528.0487,1102.815
182.2161,2348.286,527.225,1101.77
182.3685,2396.784,525.8215,1100.726
182.5209,2402.155,525.8786,1099.672
182.6733,2334.648,526.0306,1098.621
182.8257,2196.306,525.5981,1097.575
182.9781,2126.578,524.9216,1096.519
183.1305,2156.257,524.9344,1095.459
183.2829,2292.692,520.4407,1094.409
183.4353,2437.552,516.7839,1093.356
183.5877,2379.113,518.8544,1092.284
183.7401,2297.79,523.2413,1091.215
183.8925,2253.009,526.4576,1090.152
184.0449,2174.545,527.9083,1089.101
184.1973,2187.153,528.4223,1088.046
184.3497,2330.162,526.4601,1086.998
184.5021,2416.773,525.2664,1085.955
184.6545,2404.36,525.1704,1084.91
184.8069,2346.723,526.0253,1083.853
184.9593,2317.065,527.0385,1082.801
185.1117,2349.592,526.2106,1081.745
185.2641,2406.091,529.098,1080.697
