#HOLE:,U1520B,,
#EXPEDITION:,372,,
#TOP:,0.1079,,
#BOTTOM:,752.0498,,
DEPTH_LSF,DHAP,DHAT,ECD
m,psi,degC,g/cm3
99.93,5369.009432,2,1.829498
100.0824,5368.011571,2,1.8194
100.2348,5372.007368,2,1.844966
100.3872,5374.008892,2,1.858863
100.5396,5369.009432,2,1.816483
100.692,5373.00958,2,1.844528
100.8444,5372.010268,2,1.833053
100.9968,5372.010268,2,1.830373
101.1492,5376.008966,2,1.857736
101.3016,5375.009654,2,1.846801
101.454,5374.010342,2,1.835968
101.6064,5373.011031,2,1.826193
101.7588,5375.009654,2,1.838069
101.9112,5376.008966,2,1.842946
102.0636,5376.008966,2,1.839317
102.216,5374.010342,2,1.821868
102.3684,5373.011031,2,1.811376
102.5208,5376.008966,2,1.830005
102.6732,5376.008966,2,1.827267
102.8256,5373.012481,2,1.802603
102.978,5374.008892,2,1.806467
103.1304,5371.009506,2,1.782332
103.2828,5373.011031,2,1.793859
103.4352,5375.008204,2,1.805158
103.5876,5372.011719,2,1.783127
103.74,5376.008966,2,1.808789
103.8924,5372.010268,2,1.775966
104.0448,5377.003927,2,1.809537
104.1972,5371.013857,2,1.762515
104.3496,5374.008892,2,1.781688
104.502,5371.009506,2,1.757975
104.6544,5375.009654,2,1.783206
104.8068,5377.008278,2,1.795357
104.9592,5380.009114,2,1.813285
105.1116,5376.010416,2,1.782095
105.264,5379.008352,2,1.800736
105.4164,5375.014005,2,1.770026
105.5688,5381.005525,2,1.809326
105.7212,5381.009876,2,1.806997
105.8736,5373.011031,2,1.747849
106.026,5376.010416,2,1.765429
106.1784,5378.00904,2,1.776813
106.3308,5377.009728,2,1.767532
106.4832,5376.008966,2,1.757385
106.6356,5380.010564,2,1.782701
106.788,5381.008426,2,1.787461
106.9404,5376.011867,2,1.749665
107.0928,5381.008426,2,1.782504
107.2452,5380.009114,2,1.771552
107.3976,5380.009114,2,1.769674
107.55,5378.01049,2,1.752934
107.7024,5378.00904,2,1.750208
107.8548,5379.009802,2,1.754324
108.0072,5381.011327,2,1.765354
108.1596,5383.007049,2,1.776777
108.312,5378.011941,2,1.740169
108.4644,5381.009876,2,1.7575
108.6168,5385.007124,2,1.783495
108.7692,5378.014842,2,1.733324
108.9216,5385.007124,2,1.77711
109.074,5381.009876,2,1.746986
109.2264,5383.0085,2,1.758359
109.3788,5379.014153,2,1.727845
109.5312,5381.008426,2,1.7389
109.6836,5385.008574,2,1.763809
109.836,5383.00995,2,1.748795
109.9884,5383.011401,2,1.745454
110.1408,5387.007198,2,1.77027
110.2932,5382.010638,2,1.733051
110.4456,5385.010024,2,1.751713
110.598,5390.008034,2,1.784314
110.7504,5386.013687,2,1.752839
110.9028,5385.010024,2,1.744057
111.0552,5384.010712,2,1.734193
111.2076,5384.010712,2,1.733081
111.36,5386.007886,2,1.742057
111.5124,5387.008648,2,1.746404
111.6648,5386.009336,2,1.737291
111.8172,5390.008034,2,1.762706
111.9696,5383.00995,2,1.712782
112.122,5384.009262,2,1.716825
112.2744,5388.00941,2,1.740906
112.4268,5396.009706,2,1.791321
112.5792,5391.005895,2,1.755881
112.7316,5383.015752,2,1.700243
112.884,5391.005895,2,1.750329
113.0364,5395.008944,2,1.775088
113.1888,5382.010638,2,1.685709
113.3412,5388.003609,2,1.723138
113.4936,5388.00941,2,1.720598
113.646,5381.011327,2,1.671694
113.7984,5392.009558,2,1.741876
113.9508,5391.007346,2,1.73401
114.1032,5387.012999,2,1.704437
114.2556,5390.008034,2,1.721277
114.408,5392.009558,2,1.732119
114.5604,5393.00742,2,1.736837
114.7128,5388.013761,2,1.70131
