#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,0.0229
#BOTTOM:,323.1109
DEPTH_WMSF,GR,ECGR
m,gAPI,gAPI
121.4857,40.03418,44.34142
121.6381,41.08685,45.33839
121.7905,41.82107,46.13822
121.9429,40.37177,44.54338
122.0953,36.6483,40.43802
122.2477,34.88681,38.42942
122.4001,34.26534,37.45588
122.5525,35.6465,38.56837
122.7049,36.27948,38.95057
122.8573,35.64922,38.09195
123.0097,34.61464,36.97046
123.1621,32.50038,34.7118
123.3145,30.73466,32.81791
123.4669,32.54653,34.77311
123.6193,36.68049,39.23471
123.7717,38.45529,41.18358
123.9241,35.7985,38.37434
124.0765,34.41454,36.95672
124.2289,37.26461,40.06467
124.3813,40.35443,43.32743
124.5337,39.00401,41.84174
124.6861,34.31324,36.79423
124.8385,30.20713,32.36726
124.9909,27.15557,29.10004
125.1433,27.36534,29.32413
125.2957,28.96022,31.05925
125.4481,32.2862,34.65177
125.6005,33.3551,35.76609
125.7529,32.34768,34.63327
125.9053,30.42208,32.5821
126.0577,27.71776,29.93939
126.2101,27.93559,30.10186
126.3625,29.01223,31.01985
126.5149,28.97254,30.98051
126.6673,27.10479,28.99514
126.8197,26.67626,28.56984
126.9721,30.39494,32.57037
127.1245,33.42425,35.83721
127.2769,34.53992,36.97924
127.4293,33.74043,36.05741
127.5817,31.82483,34.00753
127.7341,32.54867,34.78422
127.8865,34.95931,37.33244
128.0389,35.93999,38.36747
128.1913,34.36618,36.70191
128.3437,31.42821,33.58403
128.4961,30.41843,32.51796
128.6485,30.50773,32.6138
128.8009,31.08697,33.22658
128.9533,32.36269,34.58539
129.1057,34.08044,36.42722
129.2581,37.45377,40.11198
129.4105,38.49427,41.30364
129.5629,38.45638,41.25948
129.7153,38.62242,41.35709
129.8677,39.90796,42.68122
130.0201,39.05327,41.77682
130.1725,34.92726,37.43816
130.3249,33.01723,35.49135
130.4773,35.69044,38.42974
130.6297,36.51291,39.35682
130.7821,35.21866,38.00349
130.9345,33.85471,36.56919
131.0869,34.45015,37.23396
131.2393,35.1669,37.97865
131.3917,34.60133,37.4271
131.5441,33.89018,36.62683
131.6965,33.22451,35.79649
131.8489,31.34525,33.76144
132.0013,29.69446,31.97781
132.1537,29.10637,31.3397
132.3061,30.24514,32.56944
132.4585,33.37674,35.94743
132.6109,35.58099,38.32709
132.7633,35.75424,38.43699
132.9157,33.4253,35.79397
133.0681,33.94949,36.26365
133.2205,36.25832,38.70254
133.3729,39.10521,41.73167
133.5253,39.01036,41.63044
133.6777,38.60362,41.21149
133.8301,40.92577,43.67998
133.9825,42.11996,44.92591
134.1349,42.20778,45.03636
134.2873,40.19247,42.90987
134.4397,37.70601,40.26526
134.5921,35.86841,38.31227
134.7445,35.0422,37.44972
134.8969,37.42164,40.02353
135.0493,41.11751,43.99422
135.2017,41.22173,44.10532
135.3541,38.66713,41.33723
135.5065,36.5192,39.00932
135.6589,34.56382,36.93922
135.8113,35.76118,38.23639
135.9637,33.75458,36.10691
136.1161,30.89592,33.09066
136.2685,31.44789,33.70638
136.4209,30.79946,32.96708
136.5733,34.98933,37.38241
136.7257,39.67065,42.37036
136.8781,42.28961,45.19653
137.0305,42.6294,45.5396
137.1829,38.54258,41.17838
