#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,82.6989
#BOTTOM:,323.0337
DEPTH_WMSF,GR,ECGR
m,gAPI,gAPI
205.6857,30.4946,34.46331
205.8381,32.58094,36.89485
205.9905,36.13353,41.05235
206.1429,39.84418,45.33544
206.2953,39.67003,45.1603
206.4477,36.91031,42.03749
206.6001,33.59804,38.29316
206.7525,33.76843,38.51448
206.9049,35.03372,40.0598
207.0573,35.48301,40.76015
207.2097,32.92424,37.96856
207.3621,30.59078,35.22413
207.5145,29.7444,34.17682
207.6669,30.36525,34.95829
207.8193,30.38152,35.00876
207.9717,30.23196,34.81391
208.1241,29.42851,34.07915
208.2765,27.56762,32.2606
208.4289,26.81851,31.36382
208.5813,27.39974,31.89726
208.7337,29.42575,34.03451
208.8861,30.05487,34.70369
209.0385,31.06749,35.77419
209.1909,30.27759,34.66096
209.3433,29.11874,32.98415
209.4957,27.35691,30.79222
209.6481,28.46359,31.9966
209.8005,29.92354,33.63809
209.9529,30.44957,34.22873
210.1053,30.15347,33.89209
210.2577,31.18656,35.05091
210.4101,30.96119,34.80407
210.5625,31.13486,34.97496
210.7149,31.23096,35.05553
210.8673,31.01107,34.76448
211.0197,30.58478,34.17553
211.1721,29.97043,33.45996
211.3245,30.53154,34.05463
211.4769,31.23817,34.8428
211.6293,31.09526,34.69425
211.7817,30.70656,34.29326
211.9341,31.82991,35.57461
212.0865,31.7343,35.50217
212.2389,31.78712,35.57785
212.3913,29.37473,32.88939
212.5437,28.78145,32.25379
212.6961,29.40294,32.95212
212.8485,31.60689,35.36151
213.0009,30.64872,34.38073
213.1533,29.26703,32.71256
213.3057,28.35387,31.57641
213.4581,31.02175,34.52079
213.6105,32.73885,36.36468
213.7629,34.0573,37.80823
213.9153,34.4884,38.23225
214.0677,33.97173,37.65915
214.2201,33.99942,37.67994
214.3725,33.42949,37.0539
214.5249,33.20839,36.84115
214.6773,32.84412,36.56944
214.8297,33.17357,37.01168
214.9821,34.08421,38.08568
215.1345,32.87501,36.65137
215.2869,32.22887,36.03573
