#HOLE:,U1520B
#EXPEDITION:,372
#TOP:,0.1079
#BOTTOM:,757.3838
DEPTH_LSF,ROP5,RPM_GVR
m,m/h,c/min
323.6532,28.51844,76
323.8056,25.32563,76
323.9580,23.23151,73
324.1104,22.85972,57.99882
324.2628,20.91842,72
324.4152,23.37114,61.01184
324.5676,21.69857,27.04508
324.7200,19.42667,65.01544
324.8724,21.11126,77.98454
325.0248,21.45095,73
325.1772,21.45984,70
325.3296,23.98509,70
325.4820,26.88107,49.0001
325.6344,26.57098,54
325.7868,25.90616,54
325.9392,24.49601,59
326.0916,26.31568,22
326.2440,30.88051,69
326.3964,29.16976,68
326.5488,36.37482,67.98912
326.7012,36.61644,58.96125
326.8536,36.68757,59
327.0060,37.89748,41
327.1584,37.83849,48
327.3108,44.83391,63
327.4632,49.47906,51
327.6156,47.2924,51
327.7680,46.88998,68.99998
327.9204,51.40495,72
328.0728,52.37761,64.01107
328.2252,49.35865,70.00003
328.3776,42.32808,75.99994
328.5300,43.48632,70
328.6824,45.52791,71.00124
328.8348,42.32047,69.00062
328.9872,43.21255,53
329.1396,50.7901,56
329.2920,47.9905,61
329.4444,44.17072,61
329.5968,41.47714,61
329.7492,27.51233,65
329.9016,30.21461,46.00002
330.0540,28.63756,51.00004
330.2064,24.44681,60.01252
330.3588,25.85119,64
330.5112,21.89677,64.01506
330.6636,21.81759,75.99995
330.8160,22.21581,64.99997
330.9684,22.60872,59
331.1208,23.4343,62
331.2732,32.89072,67
331.4256,31.29436,66.99493
331.5780,32.98969,62.99981
331.7304,40.87819,25
331.8828,39.52161,45.50445
332.0352,52.68734,65
332.1876,52.76393,64.99994
332.3400,52.23967,52.99997
332.4924,53.02766,46.00003
332.6448,54.80853,66.99986
332.7972,55.10622,38.00011
332.9496,61.02393,61
333.1020,61.63258,65
333.2544,55.02081,67
333.4068,53.60382,55
333.5592,54.80024,68
333.7116,54.97208,51.99997
333.8640,53.6416,45
334.0164,54.9418,49
334.1688,48.6055,56.99999
334.3212,48.17936,55.00006
334.4736,45.91649,66.99998
334.6260,47.12282,61.99999
334.7784,50.59562,60.00001
334.9308,50.62699,55.00523
335.0832,49.00373,66
335.2356,45.47814,66.0131
335.3880,47.91559,58.00003
335.5404,46.91275,63
335.6928,48.83833,56
335.8452,49.82659,40
335.9976,50.07581,55
336.1500,48.26974,52
336.3024,48.01989,52.02116
336.4548,45.61212,68
336.6072,47.04712,63.99989
336.7596,48.53912,43.03053
336.9120,46.72001,65.99996
337.0644,44.20597,58
337.2168,47.97137,51.00006
337.3692,48.83236,56
337.5216,41.20694,46.00009
337.6740,43.45026,62.99998
337.8264,46.71232,58.99993
337.9788,53.29813,45.00402
338.1312,49.58467,53
338.2836,50.57275,67.49925
338.4360,52.18515,63
338.5884,55.37656,61
338.7408,51.43682,61.00135
338.8932,47.72032,61.98648
339.0456,58.37366,70
339.1980,43.59583,57
339.3504,42.23693,49
339.5028,41.08899,60
339.6552,36.7664,77
339.8076,35.05337,76.98364
339.9600,29.17775,64.99998
340.1124,29.82481,61.99997
340.2648,30.95461,55.99998
340.4172,31.54219,52.04247
340.5696,30.42742,72
340.7220,36.30609,71.97253
340.8744,34.35101,52.00008
341.0268,35.91182,66.99725
341.1792,41.59229,68
341.3316,44.6339,52
341.4840,60.06561,50.00005
341.6364,57.04488,59
341.7888,53.6991,65.00001
341.9412,54.14496,68.00002
342.0936,57.47012,72
342.2460,56.04116,79
342.3984,60.9691,79
342.5508,55.26564,67.99994
342.7032,51.80259,57.01257
342.8556,53.14833,61
343.0080,49.78769,61.00002
343.1604,50.90776,64.00001
343.3128,51.16284,64.99993
343.4652,42.72411,52.00422
343.6176,44.4311,66
343.7700,45.79897,65.98309
343.9224,45.0963,53.50083
344.0748,47.18583,77
344.2272,50.71241,62
344.3796,46.05101,61.99434
344.5320,49.57376,58
344.6844,49.5706,77.99997
344.8368,49.58684,72.00426
344.9892,60.05537,74.9815
345.1416,50.48493,75
345.2940,50.64312,46
345.4464,44.41306,58.99143
345.5988,46.48277,53.02288
345.7512,47.25264,69.00286
345.9036,51.42707,60.00003
346.0560,51.0569,67.99991
346.2084,50.59915,51.99569
346.3608,48.96058,48.99988
346.5132,50.96971,48
346.6656,53.85368,34.04039
346.8180,51.42086,62.00866
346.9704,54.3321,67
347.1228,53.85972,62.00004
347.2752,50.41976,59.51377
347.4276,44.55851,68.98694
347.5800,42.82473,59.99996
347.7324,40.78902,64
347.8848,42.8455,40.01456
348.0372,39.57369,49.99562
348.1896,37.66927,47
348.3420,37.57677,50
348.4944,40.46629,48
348.6468,37.16712,47
348.7992,33.48445,38
348.9516,37.44017,67.99988
349.1040,39.18201,46.99118
349.2564,37.95141,68
349.4088,30.18488,42
349.5612,32.51204,34
349.7136,36.2085,70.99987
349.8660,36.84135,65
350.0184,36.0106,65
350.1708,37.69187,61.99994
350.3232,43.98233,65
350.4756,39.81021,64.97176
350.6280,38.58671,46.00009
350.7804,40.68896,61
350.9328,55.7213,68.99993
351.0852,52.13614,56.98954
351.2376,50.15777,50
351.3900,45.50724,57
351.5424,46.11859,57.00001
351.6948,44.40488,58.0075
351.8472,42.79425,63.00148
351.9996,45.4504,56
352.1520,46.18009,47
352.3044,48.8534,52
352.4568,48.24368,67.9849
352.6092,43.62022,57.97884
352.7616,38.97612,44.01059
352.9140,43.10425,64.99998
353.0664,45.31593,61.99697
353.2188,45.97555,60.00001
353.3712,46.82241,62
353.5236,38.62266,43.55174
353.6760,37.62328,72.96191
353.8284,36.33848,48.0001
353.9808,33.08304,64
354.1332,37.36142,59.00002
354.2856,40.70922,26
354.4380,36.97853,26
354.5904,35.51921,59
354.7428,36.36591,64
354.8952,37.33061,63.99539
355.0476,36.77567,61
355.2000,33.02964,27.03699
355.3524,33.50061,55
355.5048,38.03649,59.99846
355.6572,34.98235,70
355.8096,33.81006,52.99992
355.9620,36.57895,35.06355
356.1144,35.09629,61.99992
356.2668,35.95406,47.96436
356.4192,36.00431,25.03889
356.5716,39.90428,50.02024
356.7240,47.70016,61.00935
356.8764,39.12989,77
357.0288,35.06223,72
357.1812,32.83718,47
357.3336,31.68251,62
357.4860,26.76274,58
357.6384,26.92017,57.99991
357.7908,26.5268,36
357.9432,24.73959,46
358.0956,25.98976,36
358.2480,24.61663,53.99987
358.4004,27.02363,55
358.5528,26.82964,71.99998
358.7052,29.20575,66.99987
358.8576,27.71848,60
359.0100,30.09785,55
359.1624,31.24421,47
359.3148,30.0681,53
359.4672,31.66268,39.00022
359.6196,31.63371,66
359.7720,32.96222,60.99996
359.9244,32.39963,56.99998
360.0768,34.71833,47
360.2292,32.19985,61.97761
360.3816,37.21631,48
360.5340,40.26238,27.00006
360.6864,39.84957,50.99999
360.8388,41.22577,52
360.9912,41.63769,57
361.1436,38.96754,61.99517
361.2960,38.17822,53
361.4484,38.4224,54
361.6008,36.57716,68.99354
361.7532,39.98743,43
361.9056,39.07845,68
362.0580,35.5041,63
362.2104,32.11488,28
362.3628,31.01492,60
362.5152,30.88951,27
362.6676,31.86271,60
362.8200,29.01023,44
362.9724,30.80565,67
363.1248,30.89838,79
363.2772,31.70467,43
363.4296,31.72222,24
363.5820,35.07198,24
363.7344,40.08404,48
363.8869,42.66393,43.02463
364.0393,42.91614,58.01644
364.1917,45.04589,40
364.3441,52.7423,75
364.4965,50.67119,27.00006
364.6489,56.59525,34
364.8013,54.59832,34.01818
364.9537,56.94333,62
365.1061,56.66172,51
365.2585,53.94915,51.00829
365.4109,51.17048,55.99992
365.5633,50.41396,43
365.7157,49.05708,43.00001
365.8681,49.62081,57
366.0205,48.04365,65
366.1729,41.82521,68
366.3253,43.37947,50.99165
366.4777,40.99492,72.99976
366.6301,41.71253,38.00011
366.7825,43.44371,56
366.9349,46.5259,59.96478
367.0873,46.76519,39.00005
367.2397,46.95859,46.00009
367.3921,45.15213,60.00003
367.5445,45.73917,56
367.6969,51.67054,50
367.8493,48.8409,33.00018
368.0017,49.70259,59.94593
368.1541,45.07602,39.03045
368.3065,40.73364,76
368.4589,31.41064,59.98305
368.6113,31.87255,68
368.7637,32.6024,57.98981
368.9161,33.96873,57.99982
369.0685,33.33651,55.01702
369.2209,32.77665,65.01534
369.3733,33.22136,40
369.5257,33.51829,49.02213
369.6781,32.50225,52.00005
369.8305,33.58257,59
369.9829,41.09562,59.00007
370.1353,40.94967,69.96914
370.2877,37.94736,60
370.4401,36.40202,21.0002
370.5925,34.69683,50.99989
370.7449,35.16717,35.05336
370.8973,32.40144,56
371.0497,28.72152,49
371.2021,31.66017,49.02417
371.3545,32.83469,62.99991
371.5069,29.77144,49.99135
371.6593,29.41603,45
371.8117,28.22998,45.51127
371.9641,27.02335,66
372.1165,29.21174,49.00016
372.2689,28.88187,57.00174
372.4213,29.30376,57.98956
372.5737,34.91893,51.99997
372.7261,33.65898,46
372.8785,33.24278,55.00006
373.0309,38.78416,63.99982
373.1833,38.15033,37
373.3357,38.63999,59.01927
373.4881,43.6074,53.00002
373.6405,41.47681,38
373.7929,40.08895,63
373.9453,43.06894,58.98593
374.0977,41.47187,57
374.2501,41.3388,61.00007
374.4025,39.08961,71.00882
374.5549,39.57244,58.00012
374.7073,41.67856,74.99467
374.8597,44.77006,66.977
375.0121,38.94436,54.00531
375.1645,38.08501,49
375.3169,37.27768,49.04438
375.4693,36.09737,67.00002
375.6217,36.34164,72
375.7741,35.3927,50.0089
375.9265,36.29342,47
376.0789,30.36867,67.99973
376.2313,29.98464,69.00005
376.3837,28.74933,72.00001
376.5361,32.29539,58.00003
376.6885,30.93276,44.04118
376.8409,33.13149,66.94803
376.9933,31.65088,38
377.1457,30.30991,59
377.2981,29.29336,39
377.4505,28.05922,48
377.6029,32.75695,45
377.7553,30.36081,38
377.9077,30.9342,48
378.0601,27.79132,48.01806
378.2125,24.16525,57.98553
378.3649,24.7103,50.00543
378.5173,26.96,53
378.6697,28.57269,25
378.8221,30.11274,45
378.9745,32.90705,45.00011
379.1269,31.81031,60
379.2793,34.94146,44
379.4317,37.3182,55
379.5841,42.07793,29
379.7365,63.56503,29.04747
379.8889,61.14968,55.02924
380.0413,59.11138,70.99974
380.1937,60.00212,35
380.3461,62.06942,62
380.4985,62.08136,49
380.6509,67.64306,48
380.8033,66.88743,48.00011
380.9557,66.38032,63
381.1081,67.82858,48
381.2605,68.36955,42
381.4129,67.43938,41.99989
381.5653,69.00763,26
381.7177,67.39683,67
381.8701,67.8887,42
382.0225,64.42869,41.97778
382.1749,64.90639,30
382.3273,65.70911,30
382.4797,67.53079,67
382.6321,66.83854,67
382.7845,68.52818,47
382.9369,69.24863,46.99998
383.0893,70.01265,44
383.2417,68.62284,45
383.3941,69.24007,45.00021
383.5465,71.24427,74
383.6989,71.41521,57
383.8513,72.10249,59
384.0037,73.69526,58.99998
384.1561,75.61355,55.99998
384.3085,77.73942,67
384.4609,79.8818,68.99997
384.6133,77.27095,65.01129
384.7657,81.22839,71
384.9181,81.20473,57
385.0705,84.07494,56.98867
385.2229,84.82408,72
385.3753,82.96805,56
385.5277,81.36149,71
385.6801,76.45027,77.99989
385.8325,66.1877,63.98483
385.9849,62.70098,56.03416
386.1373,52.38108,65.99993
386.2897,52.56342,66.0019
386.4421,53.97947,66.99992
386.5945,51.91845,56.99429
386.7469,50.12615,48
386.8993,47.61789,47.99237
387.0517,45.89662,44
387.2041,45.80892,54
387.3565,47.16302,58.99994
387.5089,47.63055,58
387.6613,54.56177,41
387.8137,40.15774,40.95969
387.9661,39.29737,20
388.1185,37.57825,20.00013
388.2709,38.33844,36.99999
388.4233,40.11467,36.02504
388.5757,40.15796,48.97879
388.7281,41.75003,38.01737
388.8805,42.15511,47.01545
389.0329,39.60905,37
389.1853,40.65656,37.01742
389.3377,53.82102,45.97676
389.4901,53.6551,43
389.6425,57.27806,34
389.7949,55.43811,36
389.9473,54.53483,72
390.0997,53.96707,60.99986
390.2521,52.26435,43.00023
390.4045,53.07824,73.96491
390.5569,57.01485,62.99996
390.7093,56.17599,58.00391
390.8617,54.30771,48
391.0141,53.40167,54
391.1665,52.23917,68.99989
391.3189,53.28387,54.9902
391.4713,51.47578,45
391.6237,50.81581,50.00005
391.7761,50.23114,55.98231
391.9285,49.5985,55
392.0809,46.87201,55.01575
392.2333,46.15049,43
392.3857,46.01525,55
392.5381,44.71749,48.00003
392.6905,44.53236,35
392.8429,42.58922,56
392.9953,42.07197,53.01188
393.1477,42.02567,42
393.3001,41.02709,65
393.4525,41.9958,39
393.6049,44.75163,48.00007
393.7573,43.76167,57.00008
393.9097,41.12077,67.99983
394.0621,40.54448,46.00014
394.2145,40.09774,65
394.3669,37.79072,53
394.5193,37.73081,38.00029
394.6717,38.29207,57
394.8241,38.73673,56.992
394.9765,37.43949,52.99995
395.1289,37.19321,47.00004
395.2813,38.64761,64
395.4337,40.81248,43.04617
395.5861,42.57664,65.92565
395.7385,42.40393,29
395.8909,46.39166,29
396.0433,48.22361,29.00201
396.1957,45.91892,30.06251
396.3481,48.08456,61.99998
396.5005,49.83702,59.99997
396.6529,49.51642,55.99191
396.8053,45.70447,75
396.9577,45.4167,60.99595
397.1101,36.31864,56
397.2625,38.60682,48.00002
397.4149,40.26523,81.99969
397.5673,40.51077,43.01626
397.7197,44.40868,51.01424
397.8721,39.40552,47.0002
398.0245,38.84484,56
398.1769,38.34893,64
398.3293,40.30044,67
398.4817,39.86295,58
398.6341,46.63549,47
398.7865,45.50573,68
398.9389,40.75838,68
399.0913,39.57256,69
399.2437,38.27158,55.00008
399.3961,39.69825,65.02464
399.5485,38.70647,56
399.7009,39.60837,73
399.8533,38.96295,57
400.0057,40.90859,56.99588
400.1581,42.5336,43
400.3105,39.88115,69
400.4629,43.09895,53
400.6153,43.67229,61.99995
400.7677,43.86398,45.99996
400.9201,45.08155,65.99997
401.0725,45.12417,63
401.2249,41.40797,63
401.3773,43.1315,62.92317
401.5297,43.00401,26
401.6821,44.43138,51
401.8345,46.24444,53
401.9869,46.02607,58
402.1393,45.06289,41
402.2917,40.25908,65
402.4441,40.95377,65.00835
402.5965,38.93954,69
402.7489,43.40789,68.98744
402.9013,42.17885,59
403.0537,40.50672,58
403.2061,41.65769,71
403.3585,42.88675,69
403.5109,40.71671,56.00002
403.6633,43.1247,58.02734
403.8157,50.19129,70.97054
403.9681,51.69909,61
404.1205,58.0857,71
404.2729,56.67337,71
404.4253,51.65308,70
404.5777,55.54957,70
404.7301,54.05774,73
404.8825,51.44197,73.00423
405.0349,55.33488,73.00002
405.1873,52.33516,45
405.3397,49.93136,47
405.4921,41.90334,47
405.6445,43.65094,47
405.7969,45.58062,47
405.9493,53.27027,47.02768
406.1017,54.49147,59.99998
406.2541,55.79033,58.00426
406.4065,55.02825,62
406.5589,50.85891,52
406.7113,28.10936,61.99994
406.8637,29.20409,55
407.0161,33.43155,46
407.1685,33.32701,44
407.3209,33.19539,28
407.4733,33.10881,72
407.6257,31.78606,42
407.7781,31.2767,66
407.9305,30.93185,65.99997
408.0829,32.80616,61.99992
408.2353,54.42622,52
408.3877,51.55908,35
408.5401,51.08821,54
408.6925,49.18347,53.98703
408.8449,46.29495,48.00024
408.9973,43.97543,75.9996
409.1497,43.74179,28
409.3021,43.611,28
409.4545,44.25595,51
409.6069,44.18467,53
409.7593,55.19881,60
409.9117,56.32616,57
410.0641,54.20403,55
410.2165,56.16668,54.94335
410.3689,56.58121,29
410.5213,57.59523,29.00034
410.6737,59.82941,69
410.8261,60.99557,44
410.9785,65.98506,58
411.1309,64.41415,56
411.2833,65.27888,42
411.4357,62.21371,70
411.5881,62.12919,62.94952
411.7405,59.62097,40.02636
411.8929,61.07057,51.97142
412.0453,60.50248,47.51643
412.1977,61.79603,46
412.3501,60.85838,50
412.5025,60.60259,63
412.6549,61.10823,62.97351
412.8073,58.81095,51.01546
412.9597,57.85452,57.9801
413.1121,57.38206,49.00885
413.2645,55.38242,57
413.4169,54.54462,63.99996
413.5693,45.83583,35
413.7217,44.32495,50
413.8741,45.92918,48
414.0265,46.34904,47
414.1789,47.25184,64.99978
414.3313,46.09429,39.06235
414.4837,48.30196,70
414.6361,49.12129,49
414.7885,49.08067,48.03348
414.9409,46.54847,47.02234
415.0933,52.28184,39
415.2457,53.07284,52
415.3981,49.90632,58
415.5505,48.16188,67
415.7029,46.5577,43.01794
415.8553,46.77329,42
416.0077,44.24039,47
416.1601,42.17304,70.99992
416.3125,42.05413,60.9955
416.4649,42.35332,45
416.6173,35.27111,42.99994
416.7697,29.38952,43.00451
416.9221,30.02797,65
417.0745,30.31516,64.98871
417.2269,29.34558,62
417.3793,29.1088,44.00011
417.5317,29.69457,56.00011
417.6841,29.83491,81
417.8365,30.16155,83.95012
417.9889,30.25591,59
418.1413,35.071,48.99992
418.2937,39.47042,40.01818
418.4461,36.77877,60
418.5985,37.43143,66
418.7509,38.54461,36.09795
418.9033,38.20785,50
419.0557,38.20411,72
419.2081,37.53283,53
419.3605,35.71894,48
419.5129,36.10232,70.99989
419.6653,37.21408,55
419.8177,39.60181,81.99998
419.9701,41.17183,71.98854
420.1225,39.45234,67.0023
420.2749,39.13867,37.00026
420.4273,39.79526,72
420.5797,40.70969,62.9908
420.7321,42.21806,59.03451
420.8845,41.34336,55
421.0369,41.19343,58.00015
421.1893,40.09642,51.99985
421.3417,40.97746,35.04616
421.4941,37.83337,55.02541
421.6465,38.73161,65.91216
421.7989,34.26726,28.04626
421.9513,35.42963,57.00018
422.1037,32.90151,76.96757
422.2561,33.26021,48.99995
422.4085,34.80998,64
422.5609,34.5311,71
422.7133,32.6951,63.99987
422.8657,33.35048,57.96744
423.0181,36.96014,44.03724
423.1705,36.55912,30
423.3229,42.13607,30
423.4753,40.27187,60
423.6277,41.98782,65.00016
423.7801,40.11018,82.96496
423.9325,39.44345,42
424.0849,40.18275,73
424.2373,44.17155,67.99989
424.3897,38.2864,56.01406
424.5421,38.52202,71.0035
424.6945,37.80317,44
424.8469,38.55851,38
424.9993,39.6792,48
425.1517,39.76488,49
425.3041,41.25135,74
425.4565,42.37661,57
425.6089,43.51477,57.00236
425.7613,37.54989,58
425.9137,43.12907,59
426.0661,34.30057,59.00005
426.2185,35.38715,64
426.3709,34.46268,63.99982
426.5233,34.79718,45
426.6757,36.10992,79
426.8281,36.48283,79.00012
426.9805,37.89494,92
427.1329,37.56828,71.96438
427.2853,45.35135,57.0001
427.4377,45.81195,68
427.5901,64.64799,72
427.7425,68.52703,83
427.8949,76.17912,81
428.0473,78.8906,68
428.1997,80.81271,67.97135
428.3521,85.22527,55.99992
428.5045,83.14189,47
428.6569,77.40752,42
428.8093,77.45484,54
428.9617,75.71455,62
429.1141,71.35889,66
429.2665,69.84262,58.00021
429.4189,65.866,73
429.5713,56.38399,70
429.7237,57.18496,73
429.8761,54.4468,73
430.0285,53.92619,80
430.1809,58.73499,80
430.3333,57.50424,75
430.4857,56.45055,74.99517
430.6381,56.11047,73
430.7905,52.5364,72.97582
430.9429,49.78418,62.99997
431.0953,52.85949,62
431.2477,52.62752,73.99991
431.4001,56.7252,63.99033
431.5525,61.24709,77.99947
431.7049,52.24226,22.0004
431.8573,54.23947,64
432.0097,56.6397,74
432.1621,60.2173,73.99992
432.3145,65.99377,66
432.4669,75.15877,69
432.6193,70.60693,62.00021
432.7717,64.96243,83.99268
432.9241,57.75835,77.99995
433.0765,46.43882,71.978
433.2289,46.48074,63.00008
433.3813,44.46515,71.00001
433.5337,44.42541,72
433.6861,44.19196,74
433.8385,44.01152,74
433.9909,42.72451,74
434.1433,44.74168,74
434.2957,42.84691,35.02212
434.4481,42.81868,48.02214
434.6005,49.25901,81.936
434.7529,54.57541,66
434.9053,53.44359,27
435.0577,51.99079,27
435.2101,52.63805,77.97664
435.3625,53.95994,30
435.5149,58.06105,30.05192
435.6673,63.24963,50.98763
435.8197,43.321,46.02723
435.9721,39.33096,63
436.1245,33.20784,56.96777
436.2769,33.89175,49
436.4293,33.92096,57
436.5817,33.97732,51
436.7341,29.98505,69
436.8865,26.99322,27
437.0389,25.68507,27.00043
437.1913,25.45575,71.92027
437.3437,32.3329,40.05486
437.4961,34.43782,62
437.6485,40.02021,51
437.8009,37.78832,50.9975
437.9533,38.17777,47
438.1057,37.65107,53.01251
438.2581,42.5211,59
438.4105,47.03262,45.9999
438.5629,47.13663,48
438.7153,44.32299,69
438.8677,45.82398,51
439.0201,50.33199,59.99996
439.1725,54.1061,45
439.3249,57.86741,58
439.4773,56.14946,48
439.6297,53.14119,57
439.7821,51.16795,66
439.9345,48.23762,66
440.0869,48.01295,61
440.2393,48.82939,43
440.3917,47.66999,43
440.5441,43.23614,49.00016
440.6965,41.35345,64.97974
440.8489,41.30018,57.00012
441.0013,40.78674,69
441.1537,43.96506,77
441.3061,46.6278,27.12443
441.4585,50.2488,61
441.6109,54.19077,65
441.7633,58.28678,71
441.9157,48.9569,54.99986
442.0681,53.29694,41.00011
442.2205,46.88778,52.00018
442.3729,47.64942,69.99982
442.5253,46.07726,52.03064
442.6777,46.5676,57
442.8301,41.59112,47
442.9825,41.25325,59.00012
443.1349,39.45829,49
443.2873,37.47937,56.00769
443.4397,42.39219,53
443.5921,41.21754,64.96664
443.7445,47.0049,51
443.8969,45.39288,58
444.0493,47.94757,32.00011
444.2017,45.08126,48
444.3541,47.69629,52
444.5065,46.35239,28.00005
444.6589,45.063,30
444.8113,44.32531,46
444.9637,42.9816,37.99483
445.1161,34.39857,62.99996
445.2685,34.50082,58.99224
445.4209,27.65846,55.99991
445.5733,28.31004,46.98706
445.7257,26.89869,41.99482
445.8781,27.40429,32.07777
446.0305,27.21712,42.01556
446.1829,27.52191,48.00008
446.3353,27.66477,56.00005
446.4877,27.90996,60.99979
446.6401,32.39207,40.0003
446.7925,31.4671,70.00001
446.9449,41.3788,70.99998
447.0973,40.22016,42
447.2497,43.89713,26
447.4021,39.78186,50
447.5545,39.04901,54
447.7069,37.82544,41.99999
447.8593,38.40286,41.00018
448.0117,40.09644,58.99991
448.1641,41.3434,49.99998
448.3165,43.10751,47.9869
448.4689,41.9152,29
448.6213,41.18034,67
448.7737,40.6744,61.00005
448.9261,45.62662,65.99989
449.0785,47.02413,55.01578
449.2309,50.506,46.99997
449.3833,50.48634,70.99974
449.5357,49.46003,61.9878
449.6881,50.11529,24.10546
449.8405,47.32101,61
449.9929,48.32517,61
450.1453,49.72231,48
450.2977,48.66962,48.04758
450.4501,48.36865,66
450.6025,48.40341,71
450.7549,45.98951,53.03178
450.9073,42.09367,63
451.0597,39.07927,50.00006
451.2121,33.09561,55.99964
451.3645,34.49993,21
451.5169,35.62548,52
451.6693,36.71405,60
451.8217,39.26957,63
451.9741,39.48804,63
452.1265,40.70126,63
452.2789,40.88278,63
452.4313,41.84132,64
452.5837,45.68613,64
452.7361,59.3237,64
452.8885,58.60045,64
453.0409,54.80983,64
453.1933,53.89999,64.00003
453.3457,53.10125,53.46651
453.4981,53.93074,38
453.6505,56.29945,37.97318
453.8029,62.88919,28.03205
453.9553,76.8026,42.05372
454.1077,84.10813,34.99982
454.2601,92.35299,18.08068
454.4125,101.7892,52
454.5649,115.4898,27
454.7173,110.1368,27
454.8697,50.73946,27
455.0221,49.10013,27
455.1745,49.21642,49.9919
455.3269,37.37608,50.98919
455.4793,33.16909,25.00002
455.6317,28.78555,28.09739
455.7841,27.80358,63.99962
455.9365,25.73994,28
456.0889,25.83861,55
456.2413,26.83335,39.97559
456.3937,38.56667,35
456.5461,37.90327,39.0001
456.6985,36.84303,47.99992
456.8509,39.27721,40.00001
457.0033,34.2567,40.9999
457.1557,36.01763,31.99455
457.3081,36.6771,45
457.4605,40.20012,23
457.6129,39.13293,31.00036
457.7653,35.16698,21
457.9177,32.82401,21.02459
458.0701,32.39853,29.97813
458.2225,32.00925,22.00274
458.3749,36.57061,23.10401
458.5273,46.42537,29
458.6797,50.68861,72
458.8321,48.01296,52.96283
458.9845,46.45536,31
459.1369,43.35278,26
459.2893,44.12047,32
459.4417,43.56805,41.99996
459.5941,44.76983,19
459.7465,44.89684,42
459.8989,45.30992,25.99725
460.0513,45.14582,30.00006
460.2037,44.61675,36
460.3561,41.82378,31
460.5085,42.62848,49.99984
460.6609,44.49788,35.00276
460.8133,46.89392,35.95852
460.9657,47.88363,21
461.1181,43.96644,74.99944
461.2705,40.018,33
461.4229,36.07461,24
461.5753,30.9423,36
461.7277,31.28058,51
461.8801,33.94671,50.95
462.0325,32.5466,33.00027
462.1849,32.80971,57.99989
462.3373,32.74697,42.00025
462.4897,32.72763,52
462.6421,33.4579,49
462.7945,35.98022,41.00016
462.9469,39.25267,55
463.0993,48.31789,62.02513
463.2517,48.16368,36.00018
463.4041,47.53341,52.00008
463.5565,50.52783,58.99991
463.7089,50.45253,50.986
463.8613,47.86881,46.02521
464.0137,45.24337,50
464.1661,48.89762,47
464.3185,45.41061,58
464.4709,36.25453,41
464.6233,35.32124,41.03091
464.7757,28.90508,52
464.9281,29.66754,55
465.0805,29.11292,55.00004
465.2329,28.54337,59
465.3853,29.53181,54
465.5377,30.47413,47.99436
465.6901,27.95131,46
465.8425,30.56662,38.00034
465.9949,33.73494,65
466.1473,35.98258,51
466.2997,49.13387,40
466.4521,47.85679,65.92357
466.6045,49.82151,46.94901
466.7569,52.20889,44
466.9093,51.10685,60.94328
467.0617,52.54358,64
467.2141,56.77191,56
467.3665,51.59362,32
467.5189,58.37933,55
467.6713,52.15942,34
467.8237,49.72826,33
467.9761,44.40406,32.98861
468.1285,41.3595,32
468.2809,39.59367,24
468.4333,38.77835,44
468.5857,38.78149,38.99978
468.7381,39.63034,19.00028
468.8905,39.86356,58
469.0429,40.3576,47
469.1953,42.49422,69
469.3477,43.20151,36
469.5001,46.5321,34.00043
469.6525,49.07444,60
469.8049,50.79456,48
469.9573,50.92237,61
470.1097,50.57008,65
470.2621,51.29839,38.0003
470.4145,51.41362,65.00005
470.5669,51.80061,69.0001
470.7193,49.90707,77.96832
470.8717,49.45731,66.99991
471.0241,45.70584,58.99993
471.1765,43.93467,53.00016
471.3289,43.70378,67.00017
471.4813,46.9289,82
471.6337,46.1857,54.99984
471.7861,47.20974,40.99132
471.9385,47.60926,40
472.0909,47.60122,50
472.2433,47.90387,64.99131
472.3957,46.50975,66
472.5481,52.8982,56
472.7005,54.2556,56.00013
472.8529,54.50394,68.00008
473.0053,52.31014,69.87501
473.1577,55.58558,27
473.3101,53.5165,27
473.4625,52.85521,27
473.6149,50.53975,27
473.7673,49.76007,45.97376
473.9197,40.40577,37.04376
474.0721,37.33115,52.00003
474.2245,38.55143,54.99999
474.3769,38.94597,53.99979
474.5293,32.9468,36
474.6817,33.54282,25
474.8341,35.56403,75.99982
474.9865,36.44901,60.04395
475.1389,38.55383,75.02052
475.2913,37.81087,69.90027
475.4437,47.63905,26
475.5961,51.07277,26.0558
475.7485,49.45731,76
475.9009,48.51224,39.05587
476.0533,65.60638,64
476.2057,62.4321,64.88814
476.3581,58.48877,27
476.5105,55.91938,73
476.6629,52.40383,59
476.8153,49.18293,59.00014
476.9677,43.89898,70.99953
477.1201,45.29572,30
477.2725,43.15717,30
477.4249,42.27317,51
477.5773,40.78288,43
477.7297,35.00002,58.99983
477.8821,36.26819,43.98815
478.0345,37.87164,40.00019
478.1869,39.57793,57.00006
478.3393,43.98714,61.99994
478.4917,48.14742,57
478.6441,46.37306,52
478.7965,49.49614,52.00022
478.9489,51.47174,71
479.1013,51.99872,40
479.2537,65.63791,40.00042
479.4061,59.5143,75.94933
479.5585,57.07563,53
479.7109,55.98447,50
479.8633,54.91505,60.99989
480.0157,55.99372,50.99997
480.1681,58.55032,48
480.3205,58.19901,52.0718
480.4729,61.49786,83
480.6253,65.51768,83
480.7777,67.72775,36
480.9301,67.92965,65
481.0825,62.82988,64
481.2349,61.90969,64
