#HOLE:,U1520B
#EXPEDITION:,372
#TOP:,0.7174
#BOTTOM:,720.8074
DEPTH_LSF,DTCO,DTSM,VCO,VSH
m,us/ft,us/ft,km/s,km/s
71.8882,191.67444,-999.25,1.5902,-999.25
72.0406,189.87675,-999.25,1.6053,-999.25
72.1930,189.82571,-999.25,1.6057,-999.25
72.3454,190.06720,-999.25,1.6036,-999.25
72.4978,189.07379,-999.25,1.6121,-999.25
72.6502,187.84015,-999.25,1.6227,-999.25
72.8026,187.34474,-999.25,1.6269,-999.25
72.9550,187.38307,-999.25,1.6266,-999.25
73.1074,187.73259,-999.25,1.6236,-999.25
73.2598,188.13451,-999.25,1.6201,-999.25
73.4122,187.78053,-999.25,1.6232,-999.25
73.5646,187.69318,-999.25,1.6239,-999.25
73.7170,188.94629,-999.25,1.6132,-999.25
73.8694,190.25201,-999.25,1.6021,-999.25
74.0218,190.56660,-999.25,1.5994,-999.25
74.1742,188.95647,-999.25,1.6131,-999.25
74.3266,188.66170,-999.25,1.6156,-999.25
74.4790,189.62358,-999.25,1.6074,-999.25
74.6314,188.52695,-999.25,1.6167,-999.25
74.7838,189.20241,-999.25,1.6110,-999.25
74.9362,189.78694,-999.25,1.6060,-999.25
75.0886,189.44003,-999.25,1.6090,-999.25
75.2410,188.83408,-999.25,1.6141,-999.25
75.3934,187.89760,-999.25,1.6222,-999.25
75.5458,187.17169,-999.25,1.6285,-999.25
75.6982,187.54201,-999.25,1.6252,-999.25
75.8506,188.83884,-999.25,1.6141,-999.25
76.0030,190.24155,-999.25,1.6022,-999.25
76.1554,192.37497,-999.25,1.5844,-999.25
76.3078,193.63429,-999.25,1.5741,-999.25
76.4602,192.46658,-999.25,1.5837,-999.25
76.6126,189.88647,-999.25,1.6052,-999.25
76.7650,188.80592,-999.25,1.6144,-999.25
76.9174,189.09900,-999.25,1.6119,-999.25
77.0698,190.32591,-999.25,1.6015,-999.25
77.2222,192.44646,-999.25,1.5838,-999.25
77.3746,192.95143,-999.25,1.5797,-999.25
77.5270,192.68826,-999.25,1.5818,-999.25
77.6794,193.19048,-999.25,1.5777,-999.25
77.8318,192.19478,-999.25,1.5859,-999.25
77.9842,188.26588,-999.25,1.6190,-999.25
78.1366,186.84506,-999.25,1.6313,-999.25
78.2890,188.42810,-999.25,1.6176,-999.25
78.4414,190.89682,-999.25,1.5967,-999.25
78.5938,192.30321,-999.25,1.5850,-999.25
78.7462,192.05408,-999.25,1.5871,-999.25
78.8986,191.67770,-999.25,1.5902,-999.25
79.0510,192.06038,-999.25,1.5870,-999.25
79.2034,192.72722,-999.25,1.5815,-999.25
79.3558,193.05255,-999.25,1.5788,-999.25
79.5082,192.48430,-999.25,1.5835,-999.25
79.6606,191.05466,-999.25,1.5954,-999.25
79.8130,190.20441,-999.25,1.6025,-999.25
79.9654,189.69484,-999.25,1.6068,-999.25
80.1178,189.40681,-999.25,1.6092,-999.25
80.2702,189.34883,-999.25,1.6097,-999.25
80.4226,189.53561,-999.25,1.6081,-999.25
80.5750,189.62070,-999.25,1.6074,-999.25
80.7274,190.08255,-999.25,1.6035,-999.25
80.8798,190.52641,-999.25,1.5998,-999.25
81.0322,191.31664,-999.25,1.5932,-999.25
81.1846,192.17776,-999.25,1.5860,-999.25
81.3370,191.89685,-999.25,1.5884,-999.25
81.4894,189.34024,-999.25,1.6098,-999.25
81.6418,186.94754,-999.25,1.6304,-999.25
81.7942,186.66476,-999.25,1.6329,-999.25
81.9466,186.95772,-999.25,1.6303,-999.25
82.0990,188.24081,-999.25,1.6192,-999.25
82.2514,188.32999,-999.25,1.6184,-999.25
82.4038,186.64848,-999.25,1.6330,-999.25
82.5562,185.75188,-999.25,1.6409,-999.25
82.7086,185.21271,-999.25,1.6457,-999.25
82.8610,185.59613,-999.25,1.6423,-999.25
